latitude,longitude,temperature,humidity,pressure,wind_speed,gamma_radiation,beta_radiation,alpha_radiation,radiation_level,source_type,risk_zone
28.544621780831932,77.33565500014487,32.26648005538561,43.35960277973153,987.8576749857067,9.763327094232793,3.4093837884985163,4.625390179684466,0.0,8.034773968182982,Background,Low
28.54239488105319,77.33405399140587,27.30128117736181,41.29695700716764,1008.861603739773,6.479175279631736,0.0,0.0,0.0,0.0,Research_Block,Low
28.544038603981388,77.33328297026306,41.698155944522185,52.6734025273586,1027.2967223704977,10.204613078816696,0.4952143131471809,0.3836157273037214,0.0,0.8788300404509023,Research_Block,Low
28.545153494763788,77.32909285472812,36.31619447721882,50.81067456177209,986.7121029164629,7.427653651669052,7.660829608552084,0.0,0.0,7.660829608552084,Lab_Source,Low
28.542240719647808,77.33536524281455,27.327380199459487,87.8709239435191,1022.6323052848613,14.092484123462837,0.0,3.4355248814279244,5.609808779223185,9.04533366065111,Research_Block,Low
28.548263791452992,77.33318529985168,30.996191214410675,38.99443222417271,1025.580563003356,5.3512999004038395,6.058567534268113,0.0,0.0,6.058567534268113,Background,Low
28.543966541567812,77.3327988725821,31.107867327160257,40.54417223026267,980.7743902493296,2.9826360613320775,0.0,0.0,0.028533477084645292,0.028533477084645292,Lab_Source,Low
28.54697939366924,77.33453122878372,26.085643071452335,80.41723981129155,1014.2813969755157,4.963470372789738,0.0,0.0,0.0,0.0,Background,Low
28.542444908452005,77.331176876252,26.15269642688943,69.92713510560965,1021.8431776739294,8.419157963542444,4.282301995686135,4.178556527570041,0.0,8.460858523256176,Lab_Source,Low
28.54739677025968,77.33245656917455,31.908057033583862,34.12034416347773,1029.2669977620435,7.130553347731676,7.540070833019415,0.0,1.0861859382377417,8.626256771257157,Lab_Source,Low
28.545942929003836,77.33386861260497,25.385638376918273,40.28260170396376,988.8671707989703,13.945464785138595,7.849541538775456,0.7756502911284828,0.17508731046132353,8.800279140365262,Lab_Source,Low
28.547656842656952,77.33343382629558,31.497179061666593,81.82961812432077,997.8389761552901,1.8313193205101004,4.384698988898106,0.0,0.0,4.384698988898106,Research_Block,Low
28.54449408486654,77.33534779909081,24.125138349561432,55.7523111804296,1002.9576051731829,3.3316171570609536,0.0,0.0,0.6996511176780875,0.6996511176780875,Lab_Source,Low
28.54283905757134,77.33136330619982,34.04583603631214,48.26853197406285,983.569073590994,3.8087312090151704,1.4660389425813023,0.0,0.0,1.4660389425813023,Background,Low
28.54372813243987,77.33387412990987,33.04822241811951,23.603512587499253,995.3255555330136,13.623988289499806,0.0,0.0,0.8354439286988221,0.8354439286988221,Background,Low
28.54367693323467,77.33001426410463,28.277475791863196,70.97514440283017,1000.2280722995589,9.484587458903691,0.0,4.335745527881801,1.8062917601524613,6.1420372880342615,Research_Block,Low
28.546434707975326,77.33275042278852,29.867260293633926,35.416873329588384,1019.113224284091,12.142515692095731,8.471964105638381,0.574472204433778,2.9679234076509067,12.014359717723067,Lab_Source,Low
28.544440661911043,77.32967323585764,40.86113979726122,29.626466090219527,998.7586493077642,1.702102818608836,2.4114828135348296,0.0,3.1422080595716824,5.553690873106512,Lab_Source,Low
28.54847285532795,77.33514137547367,28.694925146947362,89.7377589830547,1033.0980643208836,8.374401804106464,0.0,0.0,0.040753670743004095,0.040753670743004095,Background,Low
28.548178454402326,77.33032094975839,40.14798467914639,82.0960496985582,1022.8931550221694,9.630474692314316,2.259975200160185,4.083754062940826,0.0,6.343729263101011,Lab_Source,Low
28.542588979754967,77.33013140099865,41.52594906159571,39.8744682316226,996.7950123189416,7.284206303793399,5.205529918363506,5.833552064920887,1.289711639222341,12.328793622506735,Research_Block,Low
28.545138969000906,77.33596120223828,27.21880876598392,45.652814920800196,1020.929378768111,10.81409886378194,0.0,0.2884624596862683,0.0,0.2884624596862683,Lab_Source,Low
28.54415642554297,77.33279778161388,35.36049526795073,75.6367912479154,1007.6450401207856,8.653558269395386,0.0,0.0,1.8596657606222293,1.8596657606222293,Background,Low
28.54544762385673,77.33036670091458,37.833972257513565,23.052264022810363,1034.7002780938537,7.049167709864144,0.0,8.571291699180026,0.010785590236483365,8.58207728941651,Lab_Source,Low
